"scenarios","replications_per_scenario","complete_pairing","support_estimand","support_estimate","support_mcse","support_upper_one_sided_95","support_superiority_threshold","support_superiority_pass","prediction_estimand","prediction_estimate","prediction_mcse","prediction_upper_one_sided_95","prediction_noninferiority_margin","prediction_noninferiority_pass","joint_claim_pass"
7,1000,1,"equal-weight scenario mean paired total-support-error difference",-0.438142857142857,0.0179986170446966,-0.408537766616777,0,1,"equal-weight scenario mean paired relative test-deviance difference",0.000159954876697717,3.29035937087462e-05,0.000214076472149286,0.001,1,1
